46,165,2
258,281,0
142,297,2
105,277,0
64,189,1
78,221,0
315,293,2
112,297,1
88,253,2
21,238,3
170,193,0
310,277,0
311,61,2
120,265,1
71,241,0
191,309,2
131,201,0
280,261,2
167,217,1
297,125,1
159,293,1
303,145,0
206,277,0
316,313,0
345,242,2
294,74,0
100,189,0
74,261,1
326,277,2
283,137,0
39,213,0
255,173,2
292,277,2
202,237,1
321,289,0
304,73,1
199,261,0
58,245,2
286,281,1
357,325,0
57,181,0
317,92,0
309,269,1
207,241,0
112,181,0
311,229,2
58,213,1
319,301,1
233,201,1
268,189,1
67,273,2
213,205,2
289,141,0
267,285,1
60,225,2
86,297,0
120,245,0
228,157,2
295,201,2
371,217,0
192,277,0
246,205,1
171,301,2
323,281,1
345,273,1
177,309,2
287,141,2
204,249,0
313,33,1
44,177,0
35,189,1
198,281,0
181,277,2
148,273,2
331,205,2
364,213,0
267,277,2
57,189,2
262,221,0
343,241,2
242,245,0
341,217,1
117,301,2
14,173,2
317,117,1
188,209,2
115,265,1
343,113,1
32,265,1
279,289,0
338,313,1
348,205,1
384,217,0
107,225,2
206,161,0
339,261,0
240,193,0
351,321,0
353,191,2
329,265,0
67,161,1
307,217,1
334,161,0
331,281,1
123,217,2
96,281,2
313,157,0
305,309,0
231,201,2
53,285,2
43,305,0
330,221,1
318,141,1
314,309,2
55,245,0
284,193,1
327,253,1
357,197,2
45,193,2
237,273,0
103,293,1
321,149,1
342,193,0
197,193,1
299,13,1
353,225,2
123,281,0
162,213,1
86,289,0
187,249,2
52,253,2
353,132,3
309,17,1
47,321,2
151,309,3
149,293,0
227,309,2
267,318,0
299,309,2
337,125,0
227,241,0
308,269,0
301,293,2
222,285,1
300,285,2
173,150,1
205,245,2
121,197,1
239,213,0
307,49,2
278,153,2
329,185,2
139,233,2
240,305,1
340,241,0
344,109,1
327,209,1
185,201,0
38,289,0
139,213,1
228,153,1
180,281,0
55,265,1
237,285,1
346,281,2
126,301,0
192,269,0
111,293,1
170,257,2
270,265,2
276,293,1
64,241,0
69,169,1
154,293,2
89,213,1
198,309,1
352,136,2
338,173,1
231,205,0
316,209,2
277,193,0
146,257,0
318,318,1
30,197,1
353,225,1
322,221,2
295,253,0
344,244,1
309,289,0
366,225,2
202,213,1
185,253,1
90,317,2
320,161,1
1,326,1
342,265,0
220,126,1
324,217,0
345,145,0
304,53,1
120,293,0
38,305,0
94,201,2
125,221,0
86,305,2
59,201,2
186,241,2
181,245,0
112,233,1
121,193,1
285,241,1
113,285,1
253,273,0
335,213,1
261,309,0
305,217,1
300,81,0
35,249,1
234,309,0
320,249,0
312,165,2
57,257,1
76,325,1
264,301,0
118,193,2
26,309,2
247,281,2
224,165,1
345,209,0
295,309,1
149,241,0
228,249,1
77,205,1
201,310,1
273,157,1
175,205,1
289,277,2
17,165,2
347,317,0
162,297,2
255,273,2
303,101,0
341,309,0
308,289,2
83,317,2
278,153,0
310,49,2
352,125,0
287,213,0
140,229,2
306,285,1
212,217,1
91,301,2
130,217,0
307,149,1
62,317,2
294,289,1
45,221,0
306,313,1
43,313,0
206,213,0
59,213,2
78,317,0
88,257,1
208,134,1
58,181,0
309,113,1
103,217,0
239,213,2
66,165,1
160,205,0
99,253,0
334,237,1
294,261,2
242,285,1
317,105,1
63,317,0
267,257,0
311,233,2
283,153,0
220,310,1
366,195,0
193,301,2
72,181,1
211,193,1
71,261,1
355,297,2
244,241,2
135,197,0
113,297,1
252,297,0
143,305,0
350,213,1
125,253,2
107,209,0
323,269,2
279,317,1
313,297,2
325,177,2
94,257,1
336,133,2
315,185,0
97,305,1
328,317,0
57,317,0
90,269,0
309,281,1
222,289,2
306,245,0
289,241,2
109,281,1
39,197,2
316,261,2
330,241,2
306,193,1
240,122,2
107,193,2
51,225,1
